product_id,variant_title,price_cents,price_usd,stripe_price_id,stripe_active,sku
f10ea07d-b918-4b01-a212-3b9308bc45dd,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-BURNT-ORANGE-SET
f10ea07d-b918-4b01-a212-3b9308bc45dd,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-BURNT-ORANGE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-DUSTY-ROSE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Dusty Rose Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-DUSTY-ROSE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Dusty Rose Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-DUSTY-ROSE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Dusty Rose Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-DUSTY-ROSE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Dusty Rose Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-DUSTY-ROSE-SET
b4613d6c-c63c-4776-b28c-5137e58335f2,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-DUSTY-ROSE-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-FUCHSIA-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Fuchsia Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-FUCHSIA-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Fuchsia Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-FUCHSIA-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Fuchsia Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-FUCHSIA-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Fuchsia Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-FUCHSIA-SET
d53ab2da-e046-43d0-b1b2-4462d38f95fc,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-FUCHSIA-SET
82e4dea6-1699-4256-9f8a-27cb9a3ffccf,Gold Sparkle Vest & Bowtie Set - L,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-GOLD-ZZ
82e4dea6-1699-4256-9f8a-27cb9a3ffccf,Gold Sparkle Vest & Bowtie Set - M,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-GOLD-ZZ
82e4dea6-1699-4256-9f8a-27cb9a3ffccf,Gold Sparkle Vest & Bowtie Set - S,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-GOLD-ZZ
82e4dea6-1699-4256-9f8a-27cb9a3ffccf,Gold Sparkle Vest & Bowtie Set - XL,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-GOLD-ZZ
82e4dea6-1699-4256-9f8a-27cb9a3ffccf,One Size,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-GOLD-ZZ
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-GOLD-SET
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Gold Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-GOLD-SET
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Gold Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-GOLD-SET
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Gold Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-GOLD-SET
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Gold Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-GOLD-SET
143bacd9-92cc-47cb-ab4d-efa12e6b4472,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-GOLD-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-HUNTER-GREEN-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Hunter Green Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-HUNTER-GREEN-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Hunter Green Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-HUNTER-GREEN-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Hunter Green Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-HUNTER-GREEN-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Hunter Green Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-HUNTER-GREEN-SET
3ecaac8b-e782-4912-90bd-332d1507219d,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-HUNTER-GREEN-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-MEDIUM-RED-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Medium Red Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-MEDIUM-RED-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Medium Red Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-MEDIUM-RED-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Medium Red Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-MEDIUM-RED-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Medium Red Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-MEDIUM-RED-SET
0eb54feb-2b65-494d-bee3-2a0b3f5d3e79,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-MEDIUM-RED-SET
ff596cdc-7144-4663-9537-3436b3d23424,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
ff596cdc-7144-4663-9537-3436b3d23424,Men's Prom Burgundy Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-BUR-1007
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
a3a3a3bb-d81f-4c26-9d5b-3ea54a848a27,Men's Prom Gold Paisley Blazer with Matching Bowtie - Prom & Wedding 2025 - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-GOL-1019
6484538a-4b85-449e-922a-d6f82f15df96,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
6484538a-4b85-449e-922a-d6f82f15df96,Men's Prom Royal Blue Blazer with Matching Bowtie - Prom & Wedding 2025 - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-PRO-ROY-1017
cc32b823-0720-4135-abed-c0c26bea9de0,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
cc32b823-0720-4135-abed-c0c26bea9de0,Men's Velvet Brown Blazer with Matching Bowtie - Luxury Collection - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-BRO-1078
28e8587d-6976-4d31-a790-42f4b870e2fa,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
28e8587d-6976-4d31-a790-42f4b870e2fa,Men's Velvet Green Blazer with Matching Bowtie - Luxury Collection - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-GRE-1060
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
03fa47ba-8eac-4e8f-be31-a5ce4ee3d8d0,Men's Velvet Purple Blazer with Matching Bowtie - Luxury Collection - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-PUR-1069
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Default Size,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 36R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 38R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 40R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 42R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 44R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 46R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 48R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
3ac4fc55-b0f1-4001-9368-ece05a926b3b,Men's Velvet Red Blazer with Matching Bowtie - Luxury Collection - 50R,28999,$289.99,price_1RpvfvCHc12x7sCzq1jYfG9o,True,BLZ-VEL-RED-1088
e78845c4-c63c-4b85-b044-3f8775bad911,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-ORANGE-SET
e78845c4-c63c-4b85-b044-3f8775bad911,Orange Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-ORANGE-SET
e78845c4-c63c-4b85-b044-3f8775bad911,Orange Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-ORANGE-SET
e78845c4-c63c-4b85-b044-3f8775bad911,Orange Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-ORANGE-SET
e78845c4-c63c-4b85-b044-3f8775bad911,Orange Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-ORANGE-SET
e78845c4-c63c-4b85-b044-3f8775bad911,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-ORANGE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Complete Set,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-POWDER-BLUE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Powder Blue Suspender & Bowtie Set - L,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-POWDER-BLUE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Powder Blue Suspender & Bowtie Set - M,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-POWDER-BLUE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Powder Blue Suspender & Bowtie Set - S,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-POWDER-BLUE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Powder Blue Suspender & Bowtie Set - XL,4999,$49.99,price_1RvZjxCHc12x7sCzMLltz6kA,True,SB-POWDER-BLUE-SET
b69a9083-2466-4231-9671-dbc2782774e3,Suspenders Only,3499,$34.99,price_1RvZjwCHc12x7sCzDit4VmDS,True,SB-POWDER-BLUE-SET
a06566b2-1060-4c53-8a7c-b374eb43b595,One Size,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-ROYAL-BLUE-I
a06566b2-1060-4c53-8a7c-b374eb43b595,Royal Blue Sparkle Vest & Bowtie Set - L,5999,$59.99,price_1RvZjyCHc12x7sCzT4uiFmmb,True,SVB-ROYAL-BLUE-I
